0,0
1524,39
1884,-8
2235,49
2567,-84
2790,-365
2975,-669
3121,-989
3424,-1176
3745,-1340
4069,-1485
4376,-1296
4437,-945
4420,-585
4335,-240
4144,66
3920,343
3827,696
3829,1065
3795,1418
3437,1459
3124,1287
2965,969
2765,651
2562,356
2353,74
2007,-2
1654,-26
1290,-2
922,-19
566,-36
